Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Joke Junction,Episode 65,93.36,Comedy,50.08,Wednesday,Evening,0.64,1,Neutral,65.61073803
Learning Lab,Episode 57,83.66,Education,87.7,Wednesday,Morning,37.11,2,Neutral,62.87290377
Tech Talks,Episode 35,94.08,Technology,75.18,Wednesday,Evening,9.32,3,Positive,82.01363909
Digital Digest,Episode 25,20.31,Technology,99.01,Wednesday,Night,43.28,3,Negative,6.385196332
Daily Digest,Episode 57,16.55,News,26.07,Wednesday,Evening,69.75,0,Negative,16.55
Educational Nuggets,Episode 30,106.75,Education,28.5,Wednesday,Morning,53.63,3,Positive,76.07191413
Mystery Matters,Episode 70,113.57,True Crime,33.17,Wednesday,Night,54.64,2,Positive,109.9533947
Wellness Wave,Episode 22,24.61,Health,69.04,Wednesday,Morning,31.86,0,Positive,24.61
Market Masters,Episode 89,61.31,Business,91.33,Wednesday,Morning,21.29,1,Negative,35.4985413
Game Day,Episode 14,40.06,Sports,98.82,Wednesday,Afternoon,57.95,1,Positive,34.98025051
Fitness First,Episode 90,77.35,Health,73.33,Wednesday,Night,85.25,1,Negative,31.77867737
Business Insights,Episode 17,118.16,Business,67.21,Wednesday,Evening,60.58,2,Positive,93.94513596
Mystery Matters,Episode 54,112.56,True Crime,43.28,Wednesday,Morning,36.05,3,Negative,70.0517746
Criminal Minds,Episode 94,114.26,True Crime,44.49,Wednesday,Night,77.98,2,Negative,84.6113908
Study Sessions,Episode 3,91.48,Education,25.83,Wednesday,Evening,21.61,1,Neutral,52.50003881
Health Hour,Episode 11,11.65,Health,42.68,Wednesday,Morning,72.34,0,Positive,0.0
Finance Focus,Episode 20,92.46,Business,42.89,Wednesday,Morning,78.54,1,Neutral,76.5415933
Finance Focus,Episode 68,107.94,Business,89.99,Wednesday,Evening,41.23,0,Negative,92.54560043
Melody Mix,Episode 11,91.44,Music,22.11,Wednesday,Night,24.13,0,Neutral,
Game Day,Episode 51,90.7,Sports,64.61,Wednesday,Morning,17.05,2,Positive,38.21783358
World Watch,Episode 70,6.3,News,40.28,Wednesday,Evening,30.34,1,Positive,6.3
Business Briefs,Episode 59,74.85,Business,99.53,Wednesday,Afternoon,43.56,0,Negative,74.85
Wellness Wave,Episode 53,56.2,Health,27.41,Wednesday,Evening,15.19,1,Positive,30.48920137
Joke Junction,Episode 57,66.49,Comedy,60.78,Wednesday,Afternoon,51.39,3,Negative,46.62014171
Crime Chronicles,Episode 50,79.02,True Crime,54.12,Wednesday,Evening,7.94,1,Negative,54.64600695
Humor Hub,Episode 57,17.62,Comedy,58.39,Wednesday,Night,,3,Negative,
Sport Spot,Episode 88,61.71,Sports,90.96,Wednesday,Afternoon,51.79,1,Positive,53.46901657
Brain Boost,Episode 85,,Education,72.38,Wednesday,Afternoon,89.47,3,Positive,57.44101309
Finance Focus,Episode 6,102.67,Business,26.46,Wednesday,Morning,5.88,3,Neutral,54.50293578
Funny Folks,Episode 7,,Comedy,67.53,Wednesday,Afternoon,0.31,2,Neutral,67.92082908
Comedy Corner,Episode 65,35.38,Comedy,80.75,Wednesday,Morning,74.23,1,Positive,14.93801701
Life Lessons,Episode 50,101.28,Lifestyle,50.07,Wednesday,Evening,81.18,2,Neutral,
Wellness Wave,Episode 90,,Health,35.03,Wednesday,Night,22.18,1,Positive,32.24045394
Funny Folks,Episode 46,29.87,Comedy,29.53,Wednesday,Afternoon,8.02,2,Positive,18.09805163
Comedy Corner,Episode 99,33.41,Comedy,46.41,Wednesday,Evening,88.63,0,Positive,33.41
Mind & Body,Episode 25,16.87,Health,38.11,Wednesday,Afternoon,70.06,3,Positive,8.066219467
Comedy Corner,Episode 23,84.91,Comedy,79.6,Wednesday,Morning,42.69,3,Negative,43.59532032
Mystery Matters,Episode 25,26.05,True Crime,45.86,Wednesday,Night,,3,Neutral,
Funny Folks,Episode 56,101.74,Comedy,38.83,Wednesday,Night,11.94,1,Neutral,88.0527653
News Roundup,Episode 40,40.09,News,50.68,Wednesday,Afternoon,79.92,1,Neutral,33.56845429
Life Lessons,Episode 65,97.15,Lifestyle,45.14,Wednesday,Evening,76.09,2,Neutral,73.82939757
Music Matters,Episode 34,30.26,Music,24.72,Wednesday,Morning,24.44,0,Neutral,18.72720644
Business Briefs,Episode 35,81.41,Business,51.18,Wednesday,Afternoon,33.77,2,Positive,51.35292981
Mystery Matters,Episode 96,35.34,True Crime,78.43,Wednesday,Afternoon,65.09,3,Positive,17.22640252
Sports Weekly,Episode 13,65.06,Sports,67.41,Wednesday,Afternoon,27.64,0,Positive,42.93423523
Humor Hub,Episode 24,51.25,Comedy,34.88,Wednesday,Afternoon,38.07,1,Positive,51.25
Sport Spot,Episode 41,113.71,Sports,45.05,Wednesday,Evening,,3,Negative,71.60924567
Daily Digest,Episode 32,58.85,News,72.04,Wednesday,Morning,9.52,1,Negative,34.38655329
Wellness Wave,Episode 86,45.6,Health,38.68,Wednesday,Night,34.78,3,Neutral,34.64765763
Melody Mix,Episode 42,50.49,Music,36.73,Wednesday,Afternoon,84.27,1,Positive,24.33555481
Athlete's Arena,Episode 76,110.04,Sports,51.7,Wednesday,Morning,56.93,0,Negative,86.40426094
Sport Spot,Episode 66,118.43,Sports,21.32,Wednesday,Evening,79.97,2,Negative,90.85938449
Healthy Living,Episode 28,10.12,Health,34.69,Wednesday,Morning,18.37,0,Positive,10.12
Gadget Geek,Episode 71,47.64,Technology,38.68,Wednesday,Evening,,3,Neutral,19.5135176
Learning Lab,Episode 84,118.97,Education,96.67,Wednesday,Evening,,0,Neutral,82.96949078
Game Day,Episode 36,102.57,Sports,92.77,Wednesday,Afternoon,83.94,1,Positive,95.70600235
Business Briefs,Episode 94,36.36,Business,97.74,Wednesday,Afternoon,20.67,1,Negative,24.7026192
News Roundup,Episode 56,5.12,News,97.35,Wednesday,Morning,54.81,3,Positive,5.12
Tech Trends,Episode 5,53.7,Technology,38.55,Wednesday,Evening,52.97,0,Neutral,53.7
World Watch,Episode 89,83.31,News,48.23,Wednesday,Morning,,3,Positive,34.91645959
Joke Junction,Episode 43,5.63,Comedy,49.7,Wednesday,Morning,28.64,1,Negative,5.63
Humor Hub,Episode 58,58.37,Comedy,30.29,Wednesday,Night,29.93,1,Negative,58.37
Tune Time,Episode 72,59.9,Music,38.44,Wednesday,Night,55.86,3,Negative,58.04493581
Comedy Corner,Episode 44,111.24,Comedy,96.48,Wednesday,Night,12.4,1,Positive,111.24
Sport Spot,Episode 39,68.01,Sports,42.76,Wednesday,Morning,89.55,1,Negative,40.90682055
Detective Diaries,Episode 49,46.65,True Crime,69.86,Wednesday,Afternoon,4.03,2,Positive,46.65
Crime Chronicles,Episode 3,72.58,True Crime,83.98,Wednesday,Afternoon,88.7,1,Negative,72.58
Athlete's Arena,Episode 80,54.79,Sports,51.32,Wednesday,Afternoon,88.88,2,Positive,54.55810571
Daily Digest,Episode 71,59.59,News,99.54,Wednesday,Evening,11.4,2,Neutral,38.78133043
Gadget Geek,Episode 88,42.27,Technology,86.93,Wednesday,Afternoon,44.68,3,Positive,28.20507081
Life Lessons,Episode 64,106.83,Lifestyle,95.93,Wednesday,Evening,67.1,2,Positive,90.62188708
Game Day,Episode 49,45.92,Sports,97.25,Wednesday,Afternoon,14.54,1,Positive,40.2233854
Tech Talks,Episode 98,87.07,Technology,93.37,Wednesday,Afternoon,95.02,2,Negative,51.08395846
Tech Talks,Episode 14,106.54,Technology,30.5,Wednesday,Night,99.49,0,Negative,63.26462443
Fashion Forward,Episode 49,60.11,Lifestyle,66.54,Wednesday,Morning,77.73,1,Neutral,50.16249728
Health Hour,Episode 85,30.77,Health,56.56,Wednesday,Night,18.44,2,Negative,9.782030599
Tech Trends,Episode 33,7.48,Technology,83.07,Wednesday,Morning,43.72,0,Positive,0.726489589
Mystery Matters,Episode 65,40.1,True Crime,36.76,Wednesday,Night,22.7,0,Positive,22.9748131
Brain Boost,Episode 96,19.07,Education,70.39,Wednesday,Night,66.03,3,Positive,
Melody Mix,Episode 65,,Music,63.02,Wednesday,Morning,30.18,3,Neutral,32.4228632
Sports Weekly,Episode 94,47.47,Sports,61.68,Wednesday,Night,1.83,1,Negative,37.16571909
Fitness First,Episode 40,70.96,Health,58.22,Wednesday,Morning,81.44,3,Positive,44.76764907
Wellness Wave,Episode 89,25.06,Health,21.52,Wednesday,Morning,37.42,0,Negative,20.18499023
Sport Spot,Episode 12,41.53,Sports,87.81,Wednesday,Morning,50.78,1,Positive,28.23938101
Comedy Corner,Episode 51,61.69,Comedy,98.17,Wednesday,Evening,50.99,0,Neutral,37.46084566
Money Matters,Episode 97,63.01,Business,72.74,Wednesday,Evening,2.24,1,Negative,42.40936892
Joke Junction,Episode 52,113.99,Comedy,94.83,Wednesday,Evening,89.46,1,Negative,
Business Insights,Episode 87,96.28,Business,48.9,Wednesday,Morning,49.49,2,Neutral,68.7963578
Learning Lab,Episode 12,7.15,Education,39.99,Wednesday,Night,51.83,0,Positive,4.575317322
Wellness Wave,Episode 34,86.0,Health,84.58,Wednesday,Afternoon,31.9,0,Positive,
Digital Digest,Episode 20,57.11,Technology,42.37,Wednesday,Night,7.93,1,Neutral,
Sport Spot,Episode 28,40.22,Sports,92.25,Wednesday,Morning,2.78,2,Negative,17.47304469
Humor Hub,Episode 84,,Comedy,97.59,Wednesday,Evening,21.32,0,Neutral,97.04686925
Style Guide,Episode 32,66.54,Lifestyle,60.53,Wednesday,Evening,65.04,0,Positive,57.75432814
Melody Mix,Episode 66,106.74,Music,48.31,Wednesday,Night,13.02,2,Positive,72.92899649
News Roundup,Episode 100,21.9,News,51.04,Wednesday,Evening,9.61,3,Neutral,10.47177554
Style Guide,Episode 25,111.97,Lifestyle,56.06,Wednesday,Morning,56.43,2,Negative,55.61160941
Sound Waves,Episode 80,,Music,96.54,Wednesday,Night,62.42,0,Negative,8.1
Daily Digest,Episode 92,71.18,News,89.22,Wednesday,Evening,,2,Neutral,52.55329324
Sports Central,Episode 92,117.84,Sports,98.15,Wednesday,Morning,97.09,3,Neutral,108.639148
Finance Focus,Episode 67,52.31,Business,75.74,Wednesday,Afternoon,89.27,0,Positive,44.73330808
Laugh Line,Episode 68,91.18,Comedy,38.8,Wednesday,Evening,19.88,2,Negative,51.11876072
Daily Digest,Episode 31,112.96,News,87.43,Wednesday,Morning,38.78,0,Neutral,112.96
Gadget Geek,Episode 43,31.77,Technology,29.43,Wednesday,Evening,47.82,2,Positive,31.77
Innovators,Episode 33,,Technology,99.7,Wednesday,Night,96.78,3,Negative,14.18756571
Healthy Living,Episode 96,102.49,Health,38.9,Wednesday,Evening,48.94,2,Neutral,45.42151411
Comedy Corner,Episode 7,60.18,Comedy,40.88,Wednesday,Afternoon,,0,Negative,41.90498203
Sport Spot,Episode 54,90.28,Sports,79.71,Wednesday,Night,29.84,2,Positive,63.80128311
Lifestyle Lounge,Episode 54,108.25,Lifestyle,70.41,Wednesday,Evening,62.66,3,Positive,67.11735343
Fashion Forward,Episode 92,23.49,Lifestyle,41.15,Wednesday,Afternoon,42.71,0,Negative,3.79366814
Joke Junction,Episode 71,63.17,Comedy,95.28,Wednesday,Evening,46.84,2,Neutral,
Educational Nuggets,Episode 73,53.98,Education,31.6,Wednesday,Night,53.42,0,Neutral,46.32238443
Home & Living,Episode 85,79.5,Lifestyle,88.09,Wednesday,Night,28.45,2,Positive,34.61832308
Brain Boost,Episode 90,48.48,Education,22.7,Wednesday,Afternoon,31.22,0,Positive,
Fashion Forward,Episode 32,,Lifestyle,75.71,Wednesday,Evening,79.91,0,Negative,5.546513305
Game Day,Episode 8,91.03,Sports,90.53,Wednesday,Evening,63.48,1,Positive,91.03
Life Lessons,Episode 92,84.72,Lifestyle,59.34,Wednesday,Night,80.9,2,Negative,43.41326439
Sound Waves,Episode 53,23.33,Music,94.12,Wednesday,Evening,72.48,2,Neutral,13.24174577
Music Matters,Episode 37,10.68,Music,43.03,Wednesday,Afternoon,13.5,3,Positive,10.68
Detective Diaries,Episode 5,75.47,True Crime,85.51,Wednesday,Morning,36.26,3,Neutral,56.35362452
Daily Digest,Episode 42,37.59,News,21.71,Wednesday,Afternoon,36.95,0,Positive,15.64098157
Wellness Wave,Episode 15,14.39,Health,27.81,Wednesday,Morning,45.65,1,Neutral,5.800774001
Tech Trends,Episode 65,52.51,Technology,76.34,Wednesday,Afternoon,61.31,0,Negative,31.93670712
Tech Talks,Episode 15,38.17,Technology,38.65,Wednesday,Evening,7.66,1,Positive,
Life Lessons,Episode 31,27.87,Lifestyle,58.14,Wednesday,Afternoon,22.84,1,Neutral,16.85424467
Game Day,Episode 86,,Sports,57.2,Wednesday,Afternoon,90.93,0,Neutral,57.42038546
Sports Central,Episode 64,88.76,Sports,62.11,Wednesday,Morning,56.38,0,Neutral,
Lifestyle Lounge,Episode 35,19.19,Lifestyle,22.68,Wednesday,Night,56.29,3,Neutral,4.772847055
Tune Time,Episode 1,69.98,Music,27.73,Wednesday,Night,33.84,3,Positive,
Laugh Line,Episode 46,9.9,Comedy,71.74,Wednesday,Afternoon,9.46,3,Negative,7.563843452
Healthy Living,Episode 96,20.32,Health,53.35,Wednesday,Morning,14.21,1,Neutral,6.425291331
Music Matters,Episode 65,117.12,Music,84.02,Wednesday,Afternoon,27.81,2,Negative,83.8229871
Learning Lab,Episode 38,14.71,Education,34.41,Wednesday,Afternoon,22.18,0,Negative,10.99650695
True Crime Stories,Episode 88,54.31,True Crime,62.57,Wednesday,Morning,51.31,2,Negative,39.16308947
Joke Junction,Episode 48,65.09,Comedy,99.01,Wednesday,Evening,16.91,1,Neutral,28.33370323
Brain Boost,Episode 55,38.42,Education,32.67,Wednesday,Morning,,3,Positive,13.99361115
Tech Trends,Episode 86,93.84,Technology,46.99,Wednesday,Afternoon,81.76,2,Neutral,57.38966531
Money Matters,Episode 11,24.02,Business,92.52,Wednesday,Afternoon,10.62,0,Positive,21.52545908
Wellness Wave,Episode 82,95.12,Health,64.68,Wednesday,Evening,72.54,1,Positive,76.31017866
Business Insights,Episode 30,92.32,Business,91.2,Wednesday,Evening,93.98,3,Positive,
Educational Nuggets,Episode 20,25.87,Education,73.79,Wednesday,Afternoon,,3,Negative,17.49175427
Mind & Body,Episode 70,34.0,Health,99.72,Wednesday,Evening,12.92,0,Positive,21.87007098
Business Briefs,Episode 97,14.84,Business,92.16,Wednesday,Evening,22.5,2,Negative,1.78395888
Style Guide,Episode 69,100.57,Lifestyle,64.74,Wednesday,Afternoon,77.64,1,Neutral,51.70428136
Game Day,Episode 38,22.2,Sports,86.75,Wednesday,Morning,6.98,1,Negative,
Sports Weekly,Episode 3,75.98,Sports,87.3,Wednesday,Evening,31.16,2,Negative,41.48288351
Finance Focus,Episode 31,74.88,Business,49.42,Wednesday,Afternoon,86.62,3,Neutral,35.81996449
Money Matters,Episode 42,24.57,Business,63.97,Wednesday,Night,57.86,2,Positive,24.57
Sport Spot,Episode 68,40.53,Sports,64.31,Wednesday,Afternoon,48.93,3,Neutral,17.74302694
Mystery Matters,Episode 84,39.67,True Crime,43.08,Wednesday,Evening,83.13,0,Negative,28.55631768
Lifestyle Lounge,Episode 68,101.15,Lifestyle,55.29,Wednesday,Night,64.29,1,Neutral,68.87482551
Joke Junction,Episode 34,9.05,Comedy,54.14,Wednesday,Morning,46.29,3,Negative,6.622047799
Detective Diaries,Episode 31,46.35,True Crime,20.06,Wednesday,Night,27.5,0,Negative,
Melody Mix,Episode 55,63.69,Music,32.25,Wednesday,Morning,66.63,3,Neutral,19.70632351
Wellness Wave,Episode 43,111.93,Health,44.78,Wednesday,Evening,53.4,1,Positive,68.32547857
Wellness Wave,Episode 19,116.08,Health,96.21,Wednesday,Afternoon,1.19,1,Negative,65.91355281
Funny Folks,Episode 57,8.88,Comedy,56.45,Wednesday,Afternoon,,3,Negative,8.88
Daily Digest,Episode 25,39.78,News,65.24,Wednesday,Morning,17.48,1,Positive,22.71879144
Mystery Matters,Episode 30,100.21,True Crime,85.25,Wednesday,Morning,92.42,1,Positive,84.43898399
Criminal Minds,Episode 13,,True Crime,79.34,Wednesday,Night,2.59,0,Negative,
Funny Folks,Episode 99,100.43,Comedy,48.73,Wednesday,Night,21.41,1,Neutral,50.4087507
Educational Nuggets,Episode 48,6.87,Education,78.52,Wednesday,Night,39.93,2,Positive,
Learning Lab,Episode 43,51.1,Education,30.14,Wednesday,Afternoon,75.76,0,Positive,34.37687575
Style Guide,Episode 53,64.98,Lifestyle,36.23,Wednesday,Morning,61.08,0,Negative,62.22544502
Wellness Wave,Episode 23,96.36,Health,79.36,Wednesday,Afternoon,,2,Positive,76.17869251
Market Masters,Episode 72,34.4,Business,65.99,Wednesday,Night,8.37,0,Neutral,15.28314874
Mystery Matters,Episode 72,71.43,True Crime,25.64,Wednesday,Morning,27.62,2,Negative,
Detective Diaries,Episode 24,117.87,True Crime,49.11,Wednesday,Evening,12.45,2,Neutral,73.28293401
Money Matters,Episode 81,75.88,Business,79.0,Wednesday,Evening,82.87,0,Negative,63.66636762
Money Matters,Episode 72,15.06,Business,88.12,Wednesday,Afternoon,94.04,0,Negative,12.47402814
Business Insights,Episode 38,98.2,Business,87.46,Wednesday,Night,97.2,1,Negative,80.1086124
Game Day,Episode 62,,Sports,78.74,Wednesday,Afternoon,12.57,0,Negative,18.56761756
Learning Lab,Episode 21,59.87,Education,97.98,Wednesday,Morning,70.04,3,Neutral,53.41609208
Sound Waves,Episode 40,8.95,Music,80.89,Wednesday,Afternoon,9.26,2,Positive,1.085738132
Innovators,Episode 4,114.27,Technology,68.7,Wednesday,Evening,21.57,1,Negative,89.8973509
Fitness First,Episode 17,25.06,Health,40.51,Wednesday,Evening,58.09,3,Negative,
True Crime Stories,Episode 56,,True Crime,50.73,Wednesday,Evening,,0,Negative,62.22630255
Current Affairs,Episode 72,34.21,News,90.54,Wednesday,Afternoon,78.0,3,Negative,28.09735004
Current Affairs,Episode 74,9.09,News,32.73,Wednesday,Afternoon,47.86,1,Positive,5.31998618
Fitness First,Episode 71,107.15,Health,61.23,Wednesday,Morning,32.0,2,Positive,60.80443059
Sports Central,Episode 67,114.29,Sports,43.11,Wednesday,Afternoon,32.37,3,Positive,
Style Guide,Episode 30,36.74,Lifestyle,34.95,Wednesday,Afternoon,50.12,1,Negative,22.65211766
Melody Mix,Episode 18,,Music,26.71,Wednesday,Afternoon,82.69,2,Neutral,19.05472917
Current Affairs,Episode 61,90.58,News,80.69,Wednesday,Afternoon,,3,Positive,44.78913684
Healthy Living,Episode 18,103.16,Health,37.27,Wednesday,Night,29.15,0,Neutral,99.79116891
Style Guide,Episode 29,,Lifestyle,97.84,Wednesday,Morning,29.88,0,Neutral,14.73
Brain Boost,Episode 38,79.17,Education,86.41,Wednesday,Night,81.01,1,Negative,37.63195873
Tune Time,Episode 36,88.55,Music,53.37,Wednesday,Morning,51.0,3,Neutral,64.84625708
Sports Weekly,Episode 75,106.22,Sports,92.18,Wednesday,Afternoon,,3,Positive,97.96472186
Crime Chronicles,Episode 18,97.09,True Crime,75.51,Wednesday,Morning,69.39,1,Negative,48.88332664
Market Masters,Episode 71,19.71,Business,26.78,Wednesday,Afternoon,40.62,3,Positive,12.7734826
Gadget Geek,Episode 11,104.25,Technology,96.78,Wednesday,Morning,65.58,1,Negative,52.0706636
Sports Weekly,Episode 92,,Sports,77.99,Wednesday,Afternoon,,1,Neutral,60.73123862
Humor Hub,Episode 79,72.82,Comedy,74.53,Wednesday,Morning,70.07,0,Neutral,42.09231652
Detective Diaries,Episode 16,101.77,True Crime,20.74,Wednesday,Night,85.52,0,Neutral,84.53789044
Laugh Line,Episode 61,90.02,Comedy,60.28,Wednesday,Afternoon,82.38,1,Negative,66.93003629
Educational Nuggets,Episode 1,110.93,Education,52.83,Wednesday,Afternoon,6.22,0,Positive,108.0565043
Health Hour,Episode 26,77.62,Health,51.71,Wednesday,Afternoon,8.48,2,Neutral,55.42106526
Joke Junction,Episode 74,98.36,Comedy,81.85,Wednesday,Afternoon,10.78,0,Positive,93.04510134
Business Insights,Episode 64,41.23,Business,26.78,Wednesday,Night,17.93,2,Negative,24.08012097
World Watch,Episode 90,87.9,News,20.34,Wednesday,Evening,96.86,0,Neutral,63.24951348
Business Briefs,Episode 48,,Business,52.33,Wednesday,Morning,87.34,0,Negative,34.03
Lifestyle Lounge,Episode 11,33.33,Lifestyle,85.93,Wednesday,Morning,33.02,3,Negative,15.18730471
Mystery Matters,Episode 16,112.04,True Crime,96.67,Wednesday,Morning,51.29,3,Neutral,
Music Matters,Episode 77,103.54,Music,46.84,Wednesday,Evening,73.57,2,Positive,
Crime Chronicles,Episode 95,33.95,True Crime,63.01,Wednesday,Evening,,3,Positive,33.95
Healthy Living,Episode 43,51.87,Health,41.37,Wednesday,Night,11.09,2,Neutral,34.03250419
Brain Boost,Episode 14,38.18,Education,74.82,Wednesday,Evening,57.79,0,Neutral,26.82248146
Finance Focus,Episode 52,99.8,Business,85.04,Wednesday,Night,72.44,3,Negative,93.11490074
Lifestyle Lounge,Episode 31,90.09,Lifestyle,23.44,Wednesday,Afternoon,43.05,1,Positive,42.07314341
Home & Living,Episode 63,58.68,Lifestyle,25.24,Wednesday,Night,20.95,1,Neutral,47.64301959
Finance Focus,Episode 99,65.22,Business,68.98,Wednesday,Evening,90.83,0,Neutral,53.56908885
Gadget Geek,Episode 12,82.29,Technology,84.84,Wednesday,Morning,93.92,0,Positive,82.29
Fitness First,Episode 66,18.99,Health,98.95,Wednesday,Night,57.99,3,Positive,14.11764606
Global News,Episode 23,57.23,News,27.25,Wednesday,Night,,0,Neutral,40.02399291
Melody Mix,Episode 92,10.89,Music,72.04,Wednesday,Night,39.72,2,Neutral,10.89
Tune Time,Episode 40,65.3,Music,55.73,Wednesday,Evening,29.25,0,Neutral,
Athlete's Arena,Episode 75,90.0,Sports,79.12,Wednesday,Afternoon,52.78,0,Neutral,86.20960669
Current Affairs,Episode 97,5.25,News,88.87,Wednesday,Afternoon,97.88,3,Positive,5.25
Comedy Corner,Episode 94,24.0,Comedy,74.77,Wednesday,Evening,7.46,0,Positive,
Business Briefs,Episode 38,57.95,Business,89.3,Wednesday,Night,43.87,1,Neutral,42.74605423
Style Guide,Episode 38,70.2,Lifestyle,29.32,Wednesday,Evening,64.77,0,Negative,62.00136106
Sports Central,Episode 7,52.6,Sports,66.4,Wednesday,Morning,,3,Positive,38.03839489
Business Insights,Episode 73,104.63,Business,20.3,Wednesday,Night,15.44,3,Negative,77.51962437
Crime Chronicles,Episode 16,64.92,True Crime,78.48,Wednesday,Evening,40.54,2,Positive,43.57168307
Market Masters,Episode 83,43.05,Business,31.01,Wednesday,Night,93.44,1,Negative,
Life Lessons,Episode 100,93.06,Lifestyle,70.94,Wednesday,Afternoon,58.67,2,Positive,73.38955619
Mind & Body,Episode 80,10.05,Health,29.02,Wednesday,Afternoon,30.08,0,Negative,
Wellness Wave,Episode 26,79.49,Health,85.39,Wednesday,Night,23.56,1,Negative,56.83943106
Mind & Body,Episode 41,99.0,Health,76.06,Wednesday,Afternoon,53.37,1,Neutral,85.23380167
Criminal Minds,Episode 39,85.41,True Crime,84.05,Wednesday,Night,66.79,1,Positive,50.97398596
Style Guide,Episode 42,106.09,Lifestyle,38.38,Wednesday,Evening,,3,Positive,68.7005992
